Agent Name,Address,District,City,Latitude,Longitude
HASIB DIGITAL STUDIO,বেবুগঞ্জ- বরিশাল- বাংলাদেশ,বেবুগঞ্জ,বেবুগঞ্জ,22.81792,90.31499
M/S Sonia Cosmetics,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
F N F TELECOM,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
M/S AHAD MEDICAL HALL,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
Fahmida Medical Hall,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
Hedaya Cosmetics And Varieties Store,উজিরপুর- বরিশাল- বাংলাদেশ,উজিরপুর,উজিরপুর,22.86655,90.26647
New Torki Telecom-2,গৌরনদী- ঢাকা- বাংলাদেশ,গৌরনদী,গৌরনদী,22.9696,90.22275
M/S Abdullah Medical Hall,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
Union Digital Center,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
SARDAR ENTERPRISE,মেহেন্দিগঞ্জ- বরিশাল- বাংলাদেশ,মেহেন্দিগঞ্জ,মেহেন্দিগঞ্জ,22.71673,90.57012
Riyad Poultry,Band Road- বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.68607,90.36287
Brathers Library And Stationery,আগৈলঝড়া- বরিশাল- বাংলাদেশ,আগৈলঝড়া,আগৈলঝড়া,22.97624,90.15027
M/S Bismillah Stores,Nobogram Road- বরিশাল সদর- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.70782,90.31083
Nur And Kia Telecom,Himayat Uddin Road & Sadar Road- বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.7038,90.37049
M/S Kawsar Store,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
M/S Siam Telecom And Varieties,উজিরপুর- বরিশাল- বাংলাদেশ,উজিরপুর,উজিরপুর,22.86655,90.26647
Kalachan Telecom and Mobile Servicing,বেবুগঞ্জ- বরিশাল- বাংলাদেশ,বেবুগঞ্জ,বেবুগঞ্জ,22.81792,90.31499
MA VARIETIES STORES,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
BHAI BANDHU STORE,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
Sikdar Enterprise,Nobogram Road- বরিশাল সদর- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.70782,90.31083
Harun Mistanna Bhander,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
M/S Famous Point,গৌরনদী- ঢাকা- বাংলাদেশ,গৌরনদী,গৌরনদী,22.9696,90.22275
Arman Cosmatics,Dhaka-Barisal Highway- গৌরনদী- বাংলাদেশ,গৌড়নদী,গৌরনদী,22.96646,90.22353
Gias Store,মেহেন্দিগঞ্জ- বরিশাল- বাংলাদেশ,মেহেন্দিগঞ্জ,মেহেন্দিগঞ্জ,22.71673,90.57012
Islamia Medicine Corner,Band Road- বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.68607,90.36287
Gazi Telecom,সাহরতী বাজার- Fakir Bari Road- বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.68399,90.35498
New Maa Telecom,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
M/S Mahbub Store,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
Alamin Varieties Store,বেবুগঞ্জ- বরিশাল- বাংলাদেশ,বেবুগঞ্জ,বেবুগঞ্জ,22.81792,90.31499
Howlader Hard Ware And Paint,গৌরন্দী- গৌরনদী- ঢাকা- বাংলাদেশ,গৌরন্দী,গৌরনদী,22.97242,90.22226
RAYHAN TELECOM,বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.69436,90.36342
Mimla Medical Hall,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
Jewana Telecom,মির্জাগঞ্জ- বরিশাল- বাংলাদেশ,মির্জাগঞ্জ,মির্জাগঞ্জ,22.35438,90.21342
Tanha Computer House,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
Students Corner,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
Debosri Varaities Stores,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
Rasel Varieties Store,মেহেন্দিগঞ্জ- বরিশাল- বাংলাদেশ,মেহেন্দিগঞ্জ,মেহেন্দিগঞ্জ,22.71673,90.57012
Howlader Mudi Store,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
Mayer Doa Telecom,উজিরপুর- বরিশাল- বাংলাদেশ,উজিরপুর,উজিরপুর,22.86655,90.26647
Saidul Store,মেহেন্দিগঞ্জ- বরিশাল- বাংলাদেশ,মেহেন্দিগঞ্জ,মেহেন্দিগঞ্জ,22.71673,90.57012
M/S Mostafa Medical Hall,মুলাদী- বরিশাল- বাংলাদেশ,মুলাদী,মুলাদী,22.90076,90.38853
Bismillah Hotel,Nobogram Road- বরিশাল সদর- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.70782,90.31083
M/S Genaral Shoping,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
KHAN VARIETIES STORE,আগৈলঝড়া- বরিশাল- বাংলাদেশ,আগৈলঝড়া,আগৈলঝড়া,22.97624,90.15027
M/S UJALA HAIR DRESSER,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
KHAN STORE,মুলাদী- বরিশাল- বাংলাদেশ,মুলাদী,মুলাদী,22.90076,90.38853
Al-Amin Store,বানারীপারা- বরিশাল- বাংলাদেশ,বানারীপারা,বানারীপারা,22.80108,90.12666
BHAI BHAI LIBRARY AND ELECTRONICS,গৌরনদী- ঢাকা- বাংলাদেশ,গৌরনদী,গৌরনদী,22.9696,90.22275
MOJAMMEL STORE,বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.69436,90.36342
REJVI STORES,চড়াবাড়ি- বরিশাল- বাংলাদেশ,চড়াবাড়ি,বরিশাল,22.72072,90.38573
Mahira Varieties Store,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
KOBIR STORE,মেহেন্দিগঞ্জ- বরিশাল- বাংলাদেশ,মেহেন্দিগঞ্জ,মেহেন্দিগঞ্জ,22.71673,90.57012
S S Computer,ফজলুল হক এ্যাভিনিউ & Kakalir More- বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.70205,90.37022
Islame Bastrobitan And Islamia Laibrary,মুলাদী- বরিশাল- বাংলাদেশ,মুলাদী,মুলাদী,22.90076,90.38853
Arafat Tailors and Fabrics,মুলাদী- বরিশাল- বাংলাদেশ,মুলাদী,মুলাদী,22.90076,90.38853
KAZI TELECOM,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
Sohel Enterprise,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
M/S KAZI ENTERPRISE,গৌরনদী- ঢাকা- বাংলাদেশ,গৌরনদী,গৌরনদী,22.9696,90.22275
KHELAGHAR DOT COM,উজিরপুর- বরিশাল- বাংলাদেশ,উজিরপুর,উজিরপুর,22.86655,90.26647
M/S Nig Sanmun Trailers And Telecom,বেবুগঞ্জ- বরিশাল- বাংলাদেশ,বেবুগঞ্জ,বেবুগঞ্জ,22.81792,90.31499
Shanto Enterprise,মসজিদ- বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.69431,90.36401
MS Tuhin Store,গৌরনদী- ঢাকা- বাংলাদেশ,গৌরনদী,গৌরনদী,22.9696,90.22275
Kazi Ashik Store,Nobogram Road- বরিশাল সদর- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.70782,90.31083
Jebin Telecom,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
KOBIR STORE,মেহেন্দিগঞ্জ- বরিশাল- বাংলাদেশ,মেহেন্দিগঞ্জ,মেহেন্দিগঞ্জ,22.71673,90.57012
Feyari Enterprise,মেহেন্দিগঞ্জ- বরিশাল- বাংলাদেশ,মেহেন্দিগঞ্জ,মেহেন্দিগঞ্জ,22.71673,90.57012
Molla Pharmacy House,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
ANUPOM TELECOM,মেহেন্দিগঞ্জ- বরিশাল- বাংলাদেশ,মেহেন্দিগঞ্জ,মেহেন্দিগঞ্জ,22.71673,90.57012
Ma Babar Doa Varieties Stationery,আগৈলঝড়া- বরিশাল- বাংলাদেশ,আগৈলঝড়া,আগৈলঝড়া,22.97624,90.15027
R M MOBILE SERVICING,বেবুগঞ্জ- বরিশাল- বাংলাদেশ,বেবুগঞ্জ,বেবুগঞ্জ,22.81792,90.31499
RATUL ELECTRIC HOUSE,উজিরপুর- বরিশাল- বাংলাদেশ,উজিরপুর,উজিরপুর,22.86655,90.26647
Mega Store,উজিরপুর- বরিশাল- বাংলাদেশ,উজিরপুর,উজিরপুর,22.86655,90.26647
Tutul Eti Bastro Bitan,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
M/S SHANTA PHONE AND VARIETICS STORE,বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.69436,90.36342
Badhua Collection,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
Rana Drug House,Hospital Road- বরিশাল- বাংলাদেশ,বরিশাল,বরিশাল,22.70918,90.36766
Mama Vagne Pharmacy,বরিশাল সদর- বরিশাল- বাংলাদেশ,বরিশাল সদর,বরিশাল সদর,22.69219,90.46843
M/S Maa Babar Doa Medical Hall O Telecom,বাকেরগঞ্জ- বরিশাল- বাংলাদেশ,বাকেরগঞ্জ,বাকেরগঞ্জ,22.57063,90.41227
M/S Sajib Store,বানারীপারা- বরিশাল- বাংলাদেশ,বানারীপারা,বানারীপারা,22.80108,90.12666
Talukdar Electronics And Mobile,দুর্গাপুর- পিরোজপুর সদর- বরিশাল- বাংলাদেশ,দুর্গাপুর,পিরোজপুর সদর,22.6545,89.95376
